"","title","area","idep","city","text"
"15","logistics analyst","administración  oficina","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos logistics analysts para sumarse al equipo de management y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- hacer coincidir las órdenes de compra o las solicitudes internas coordinando con varios departamentos para obtener la aprobación necesaria.- colaborar con proveedores y resolver problemas diarios.- asegurar que se cumpla con todas las políticas y procedimientos de cuentas por pagar.- asistir en proyectos según sea necesario.- localizar y recopilar información para realizar análisis, trabajando con diferentes departamentos.- brindar soporte interno a los departamentos y la administración para aumentar la eficiencia, la productividad o la rentabilidad.- presentar ideas para mejoras.- brindar soporte al equipo de la mesa de ayuda de ti durante la provisión y recuperación de portátiles- manejar la entrega de hardware, excepciones y casos especiales.¿qué buscamos?- experiencia comprobada en puestos similares.- nivel de inglés intermedio / avanzado.- posiciones similares en empresas que ofrecen outsourcing de desarrollo de software.- experiencia en gestión de procesos de negocio.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"16","ssr global mobility analyst","administración  oficina","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un analista semi senior para sumarse al equipo de global mobility y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- dar soporte a los empleados de baires en temas relacionados con procesos de relocación internacional.- planificar y coordinar viajes para empleados y clientes, de acuerdo con las necesidades de la organización.- colaborar en el proceso de visas de viaje y trabajo para empleados.- organizar y coordinar: viajes, transporte, alojamiento, seguro de salud, comidas, alquiler de automóviles entre otros para empresas nacionales/internacionales.- hacer seguimiento de los estados de los casos asignados.- brindar asistencia a los empleados sobre las políticas, procesos y operaciones a la hora de realizar viajes corporativos.¿qué buscamos?- estudiante universitario avanzado o recién graduado de: licenciatura en relaciones internacionales, traducción, administración de empresas, hotelería, turismo o afines.- gestión avanzada de herramientas office.- nivel de inglés avanzado/bilingüe tanto oral como escrito.- habilidad de manejar diferentes tareas en simultáneo y marcada orientación al servicio.- capacidad para trabajar en equipo.- experiencia anterior en posiciones similares es deseable.- tener un nivel intermedio de portugués es un plus pero no es excluyente.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"17","chief technology officer","dirección  gerencia","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un chief technology officer para sumarse al equipo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- trabajar directamente con el ceo en la definición y ejecución de planes estratégicos para el área.- tener un papel centrado en la gestión de proyectos y coordinación de equipos de trabajo adoptando últimas tecnologías que generan valor agregado al negocio.- definir e implementar estrategias para impulsar el área en términos de resultado y eficiencia, asegurando el cumplimiento de objetivos a corto, mediano y largo plazo.- generar y analizar reportes y datos estadísticos de distinto tipo para detectar problemas y definir soluciones.- identificar las mejores prácticas de la industria para perfeccionar procesos e impulsar mejoras continuas sobre la calidad de los servicios ofrecidos.- gestionar el presupuesto del área.- ser el nexo con los diferentes proveedores externos que tiene la compañía en materia de tecnología.- trabajar en conjunto con los principales stakeholders del negocio para hacerlo crecer.¿qué buscamos?- experiencia previa en roles de management (idealmente en empresas de servicios it) liderando equipos y proyectos de gran magnitud.- experiencia como cto en compañías de producto será un plus.- contar con conocimientos y experiencia en desarrollo de software (excluyente).- sólidos skills de comunicación, negociación y relaciones interpersonales.- capacidad analítica y proactividad.- marcado nivel de atención al detalle en el trabajo diario.- nivel de inglés avanzado, tanto oral como escrito.- disponibilidad para viajes ocasionales a usa y europa es un plus importante.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"18","pmo manager","dirección  gerencia","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos pmo managers para sumarse al equipo de management y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- estar profundamente involucrado en mejorar la consistencia y eficiencia de la capacidad de entrega de proyectos. - liderar las prácticas con orientación a la satisfacción del cliente y de sus expectativas. - asegurarse de que las operaciones sean manejadas, supervisando la interfaz de los proyectos en colaboración con los project managers, equipos, tecnologías e interfaces.- el pmo manager supervisa la implementación de procesos y se asegura de que el contenido relativo a la información llegue a los patrocinadores y viceversa.¿qué buscamos?- amplio conocimiento en manejo de programas, proyectos, portfolios y metodología para el desarrollo de sistemas.- capacidad para liderar un equipo geográficamente distribuido.- desarrollar y desplegar iniciativas por influencia.- licenciatura o master.- desarrollar y llevar a cabo presentaciones, entrenamientos y demostraciones.- 10-15 años de experiencia en it y empresas.- 3-5 años de experiencia como project manager.- 3-5 años de experiencia en liderazgo.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"19","marketing","mercadotécnia  publicidad  comunicación","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos marketing - employer branding team leader para sumarse al equipo de marketing. nos orientamos a personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. ¡se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- comprender el valor de marca actual en nuestro target de potenciales empleados.- identificar fortalezas y debilidades y desarrollar un plan para abordarlas.- asegurar la coordinación permanente con los equipos de reclutamiento, prensa y relaciones públicas para maximizar los resultados.- colaborar con el departamento de recursos humanos para desarrollar e implementar estrategias y planes adecuados para respaldar la marca de nuestro empleador.- trabajar internamente con los equipos de marketing para garantizar la alineación de la marca y la implementación de acciones.- desarrollar una estrategia de marca de empleador completa, con calendario de contenido, personas objetivo, temas clave y canales de distribución.- administrar la reputación del empleador en varios sitios de reviews, incluida la respuesta a las revisiones, y alentar a los empleados actuales a dejar comentarios.¿qué buscamos?- experiencia laboral comprobada en branding de empleadores o campo equivalente.- estar familiarizado con las prácticas de marketing digital como: redes sociales, rendimiento, contenido, análisis.- ser altamente motivado, flexible y orientado al servicio.- tener excelentes habilidades de priorización de tareas, gestión del tiempo y organización.- experiencia en industrias de ti (deseable).¿qué ofrecemos?- excelente plan de compensación, por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorías.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"20","seo specialist","mercadotécnia  publicidad  comunicación","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un seo specialist para sumarse a nuestro equipo de marketing y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- desarrollar, diseñar, coordinar e implementar las estrategias de seo.- definir e implementar cambios técnicos de seo, proporcionar información y sugerencias de estrategia de marketing y trabajar con otros miembros del equipo para optimizar el contenido.- trabajar con equipos editoriales y de marketing para impulsar el seo en la creación de contenido y la programación de contenido- recomendar cambios en la arquitectura del sitio web, el contenido, los enlaces y otros factores para mejorar las posiciones de seo para las palabras clave de destino.¿qué buscamos?- graduados universitarios en comunicación, publicidad, marketing o áreas relevantes.- 3+ años experiencia comprobable en posiciones similares.- proactividad, visión de negocio, dinamismo, planificación, capacidad de organización y autonomía, creatividad, orientación a resultados y al cliente y con mucha flexibilidad.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"21","press and pr manager","mercadotécnia  publicidad  comunicación","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un press & pr manager para sumarse al equipo de marketing y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- desarrollar una estrategia de relaciones con los medios, buscando ubicaciones de alto nivel en medios impresos, de transmisión y en línea.- coordinar todas las actividades de relaciones públicas.- aprovechar las relaciones existentes con los medios y cultivar nuevos contactos dentro de los medios comerciales e industriales.- gestionar consultas de medios y solicitudes de entrevistas.- desarrollar, crear contenido y producir comunicados de prensa de alta calidad, informativos e interesantes, kits de prensa, artículos, presentaciones principales y materiales relacionados.- diseñar y revisar el contenido en línea en anuncios de medios y kits de medios- monitorear, analizar y comunicar los resultados de relaciones públicas de manera regular- mantener una comprensión aguda de las tendencias de la industria que afectan a los clientes y hacer recomendaciones apropiadas con respecto a la estrategia de comunicación que los rodea.- planificar, implementar y administrar programas de relaciones públicas.- planificar y presupuestar eventos, programas e iniciativas de relaciones públicas.- ayudar a diseñar y revisar una variedad de materiales promocionales y de marketing.- desarrollar e implementar políticas y procedimientos de relaciones públicas.- determinar los kpi para el departamento de relaciones públicas- medir y proporcionar informes sobre cada campaña de relaciones públicas- producir contenido para varios discursos y eventos.- desarrollar e implementar consejos de comunicación de crisis y estrategia de medios, según sea necesario.- mantener buenas relaciones con los medios.- organizar eventos promocionales, conferencias de prensa, visitas, visitas y exposiciones.- analizar la cobertura de los medios; desarrollar respuestas cuando sea necesario- crear presentaciones, artículos, informes e información para sitios web, blogs y cuentas de redes sociales.- mantener organizados los calendarios anuales de eventos, objetivos y actividades.- hacer una lluvia de ideas y colaborar constantemente con el equipo para obtener nuevas ideas y estrategias.¿qué buscamos?- graduado universitario en comunicación, publicidad, marketing o área relevante.- 8+ años de experiencia comprobable en posiciones similares.- proactividad, visión de negocio, capacidad de gestión de equipos de alto rendimiento, dinamismo, planificación, capacidad de organización y autonomía, creatividad, excelentes relaciones interpersonales, orientación a resultados y al cliente y mucha flexibilidad.- excelentes habilidades de comunicación escrita y verbal; fuertes habilidades de redacción y creación de contenido- fuertes habilidades de gestión de proyectos con capacidad para supervisar múltiples proyectos.- conocimientos de office, html y google analytics y plataformas sociales.- dominio avanzado de inglés.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"22","chief technology officer","dirección  gerencia","la paz","el alto","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un chief technology officer para sumarse al equipo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- trabajar directamente con el ceo en la definición y ejecución de planes estratégicos para el área.- tener un papel centrado en la gestión de proyectos y coordinación de equipos de trabajo adoptando últimas tecnologías que generan valor agregado al negocio.- definir e implementar estrategias para impulsar el área en términos de resultado y eficiencia, asegurando el cumplimiento de objetivos a corto, mediano y largo plazo.- generar y analizar reportes y datos estadísticos de distinto tipo para detectar problemas y definir soluciones.- identificar las mejores prácticas de la industria para perfeccionar procesos e impulsar mejoras continuas sobre la calidad de los servicios ofrecidos.- gestionar el presupuesto del área.- ser el nexo con los diferentes proveedores externos que tiene la compañía en materia de tecnología.- trabajar en conjunto con los principales stakeholders del negocio para hacerlo crecer.¿qué buscamos?- experiencia previa en roles de management (idealmente en empresas de servicios it) liderando equipos y proyectos de gran magnitud.- experiencia como cto en compañías de producto será un plus.- contar con conocimientos y experiencia en desarrollo de software (excluyente).- sólidos skills de comunicación, negociación y relaciones interpersonales.- capacidad analítica y proactividad.- marcado nivel de atención al detalle en el trabajo diario.- nivel de inglés avanzado, tanto oral como escrito.- disponibilidad para viajes ocasionales a usa y europa es un plus importante.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"23","staffing analyst","recursos humanos","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos un staffing analyst para sumarse al equipo de recursos humanos y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- ejecutar la estrategia de staffing para los openings de la compañía.- relevar correctamente la información relacionada al perfil y asignación de los openings requeridos.- trabajar junto con el área de recruiting en la identificación de candidatos para los distintos openings.- presentación de candidatos a los distintos clientes y leads.- colaborar junto con las áreas de operaciones y client services para identificar posibilidades de farming en las distintas cuentas.- proponer mejoras a los procesos de staffing y recruiting.- cerrar el proceso de ingreso de nuevos empleados a la empresa.¿qué buscamos?- capacidad analítica comprobable, extrema atención al detalle y la capacidad de priorizar de manera efectiva, así como habilidades de multitasking.- licenciatura en negocios, sistemas, rrhh o en una disciplina relacionada.- 5+ años de experiencia laboral comprobable.- 3+ años experiencia en staffing o gestión de proyectos.- deseable: 1+ años de experiencia en reclutamiento de it.- muy buen nivel de inglés para el trabajo diario.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"24","client marketing specialist","mercadotécnia  publicidad  comunicación","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos client marketing specialist para sumarse al equipo de marketing y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!principales responsabilidades:- escribir colaterales de mercadotecnia, incluyendo credenciales, propuestas y presentaciones de eventos.- proporcionar al equipo de ventas contenido original que incluya estudios de casos, publicaciones de blog, infografías, videos y documentos técnicos.- coordinar la apariencia de manera consistente entre nuestros materiales de marketing y colaterales.- supervisar proveedores internos y externos para garantizar entregas a tiempo y de calidad.- comprender las necesidades de nuestros clientes y ayudar al equipo de ventas a mejorar la comunicación con nuestros clientes y posibles clientes.- centrarse en el éxito y el crecimiento de nuestros clientes existentes.- educar a nuestros equipos internos y a nuestros clientes sobre nuestros servicios.¿qué buscamos?- un mínimo de 5 años de experiencia previa en roles de venta consultiva.- graduados de carreras de comercialización, marketing o afines.- nivel de inglés bilingüe.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
