"","title","area","idep","city","text"
"160","qa automation leader","informática  telecomunicaciones","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos líderes técnicos qa automation para sumarse al equipo de testing y qa para participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- trabajar en estrecha colaboración con los desarrolladores para crear casos de prueba, diseñar planes de prueba y automatizar casos de prueba para la verificación de la funcionalidad del producto.- trabajar en estrecha colaboración con los desarrolladores de propietarios de productos y scrum masters para revisar los requisitos y el diseño del producto.- administrar y rastrear errores y mejoras (a través de jira y herramientas aplicables).- investigar y analizar defectos del producto.- desarrollar e implementar la estrategia de automatización de pruebas.- generar scripts de prueba automatizados de nivel api utilizando diversas tecnologías y herramientas.¿qué buscamos?- 5 + años de experiencia en testing automatizado.- buenas habilidades con c, c++, java y python.- conocimiento profundo de entornos unix y linux.- buen manejo de inglés tanto escrito como oral para el trabajo diario.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"161","qa analyst ssr/sr","informática  telecomunicaciones","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos perfiles qa para sumarse al equipo de testing y qa para participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- analizar los requisitos del usuario final para definir y documentar los planes de prueba.- ejecutar casos de prueba, depurar, detectar errores y / o posibles mejoras, documentarlos y hacer un seguimiento para resolverlos.- generar informes de resultados de pruebas y errores detectados.- definir prioridades y planificar pruebas de los requisitos del sistema.- documentar las funcionalidades de los sistemas.- representar al usuario final ante los desarrolladores para garantizar que se cumplan los requisitos.- detectar y proponer mejoras tanto en el proceso de control de calidad como en el ciclo de desarrollo de software.¿qué buscamos?- 4+ años de experiencia de experiencia en testing de productos web.- sólidos conocimientos sobre herramientas de testing.- desarrollo de planes de prueba: creación de casos de pruebas y realización de debugging.- conocimiento adicional en tecnologías web.- conocimiento extensivo de entornos unix y linux.- buen manejo de inglés tanto escrito como oral para el trabajo diario.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"162","java architect","informática  telecomunicaciones","la paz","el alto","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos arquitectos java para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- desarrollar servicios de aplicaciones empresariales con java, spring boot, jdbc, git, artifactory, tomcat y jenkins.- aplicar las mejores prácticas en el desarrollo de software para resolver problemas comerciales de misión crítica- escribir código bien diseñado, comprobable y eficiente.- diseñar, desarrollar y probar los servicios web restful que se conectan a bases de datos sql y otros puntos finales de servicio.- trabajar eficazmente en un entorno de equipo dinámico y acelerado.- servir como mentor de otros desarrolladores para garantizar el éxito del cliente y el compromiso y desarrollo de los empleados.- proporcionar liderazgo técnico a través de capacidades centrales dentro de nuestra práctica de soluciones digitales.¿qué buscamos?- 6+ años de experiencia en java.- experiencia en programación de aplicaciones web.- conocimientos de programación orientada a objetos.- capacidad para trabajar con bases relacionales y no relacionales.- dominio avanzado de inglés tanto oral como escrito.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"163","business analyst","informática  telecomunicaciones","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos business analysts para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria! estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- ser el enlace entre los usuarios y los equipos de desarrollo técnico.- ser responsable de identificar las necesidades del negocio.- generarar la documentación funcional específica.- traducir los requisitos en requisitos para los equipos de desarrollo.¿qué buscamos?- experiencia extensa trabajando en requerimientos de productos informáticos.- muy buen manejo de la comunicación interpersonal y manejo de clientes.- muy buenas habilidades de trabajo en equipo multidisciplinarios.- buen manejo del idioma inglés tanto escrito como oral.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"164","drupal architect","informática  telecomunicaciones","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos arquitectos drupal para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- tener la propiedad de la solución de principio a fin y ser responsable de diseñar y documentar una solución técnica basada en los requisitos del proyecto y las mejores prácticas de la industria.- liderar y guiar al equipo de desarrollo en el proyecto.- aplicar prácticas de desarrollo sólidas y garantizar la entrega de calidad de soluciones empresariales.- contribuir a la excelencia en un entorno altamente colaborativo y orientado al equipo.- liderar sesiones de diseño técnico.- documentar soluciones técnicas alineadas con los objetivos comerciales del cliente.- identificar brechas entre los estados finales actuales y deseados del cliente.¿qué buscamos?- 10+ años de experiencia trabajando con distintas tecnologías.- 6+ años de experiencia trabajando con la tecnología drupal.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"165","data scientist architect","informática  telecomunicaciones","santa cruz","santa cruz de la sierra","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!estamos buscando data scientist architect para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria! estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- trabajar en equipo junto a desarrolladores, tech leads y arquitectos de soluciones para construir aplicaciones.- mejorar estructuras existentes agregando nuevas funcionalidades o proponiendo updates tecnológicos para que como resultado, el impacto de tu aporte sea significativo en el core de cada negocio.- mejorar la experiencia de usuarios en plataformas escalables y de alta disponibilidad, contribuyendo al diferencial clave de cada negocio.¿qué buscamos?- 10+ años de experiencia trabajando con distintas tecnologías.- 6+ años de experiencia trabajando con la tecnología data scientist.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"166","c++ ssr/sr","informática  telecomunicaciones","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos desarrolladores c++ para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria! estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- definir, desarrollar, probar, analizar y mantener las aplicaciones en tiempo real contra interfaces definidas.- identificar cuellos de botella y errores en los códigos e idear soluciones a estos problemas.- mantener la calidad del código, el diseño del código y el re-factor para obtener el mejor rendimiento.- asegurar la calidad del código con revisiones de código de pares y proporcionando comentarios constructivos.- liderar un equipo de 2 desarrolladores.- coordinar el trabajo con ba, qa, equipos de aplicaciones operativas y multifuncionales para resolver problemas de calidad y rendimiento de datos.¿qué buscamos?- 6+ años de experiencia trabajando con distintas tecnologías.- 4+ años de experiencia trabajando con la tecnología c++.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"167","data scientist ssr/sr","informática  telecomunicaciones","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!estamos buscando data scientist ssr/sr para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria! estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- trabajar en equipo junto a desarrolladores, tech leads y arquitectos de soluciones para construir aplicaciones.- mejorar estructuras existentes agregando nuevas funcionalidades o proponiendo updates tecnológicos para que como resultado, el impacto de tu aporte sea significativo en el core de cada negocio.- mejorar la experiencia de usuarios en plataformas escalables y de alta disponibilidad, contribuyendo al diferencial clave de cada negocio.¿qué buscamos?- 6+ años de experiencia trabajando con distintas tecnologías.- 4+ años de experiencia trabajando con la tecnología data scientist.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"168","angular architect","informática  telecomunicaciones","cochabamba","cochabamba","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos arquitectos angular para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria! estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- hacer la arquitectura y el diseño de sistemas de información.- revisar la arquitectura de los sistemas existentes.- diseñar y desarrollar los componentes de arquitectura y bloques de construcción.- analizar la integración de diferentes sistemas de información.- analizar los datos y hacer el modelado de datos.- coordinar la implementación de la arquitectura técnica.- ser la interfaz técnica entre los líderes del proyecto y los desarrolladores.- producir documentos de arquitectura de software.- participar en grupos de trabajo técnicos, reuniones de progreso y reuniones con los usuarios.¿qué buscamos?- 6+ años de experiencia en desarrollo frontend/javascript.- experiencia y total comprensión de los retos de bases de código css a gran escala y la arquitectura css (aplicación web, comercio electrónico, etc.).- sólida experiencia trabajando con angular.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
"169","devops ssr/sr","informática  telecomunicaciones","la paz","la paz","bairesdev es la empresa líder de desarrollo de software de américa. con más de 1000 empleados trabajando en proyectos alrededor del mundo, un crecimiento anual sostenido de más del 50%, y reconocida por inc. en el top 10 de empresas privadas de mayor crecimiento de silicon valley, bairesdev se ha posicionado como referente en la industria del software, impulsando la transformación digital de algunas de las empresas más importantes en el mundo, como google, rolls-royce, pinterest, ey, siriusxm, motorola & viacomcbs.reconocida por clutch co como una compañía top de servicios tecnológicos b2b, bairesdev cuenta con oficinas en estados unidos, canadá, europa y américa latina y ofrece un entorno de trabajo excepcional donde sus empleados pueden destacarse como profesionales, desarrollándose en equipos multiculturales con horarios flexibles y múltiples oportunidades de crecimiento.  bairesdev tiene como misión ofrecer servicios personalizados de desarrollo de software reconocidos por su excelencia a nivel mundial. la empresa contrata únicamente al top 1% del talento del mercado con el objetivo de crear equipos sólidos que ofrezcan soluciones tecnológicas de principio a fin. prepárate para trabajar en escenarios dinámicos con líderes en la industria y en proyectos altamente innovadores!buscamos desarrolladores devops para sumarse al equipo de desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. se trata de una excelente oportunidad para aquellos profesionales que busquen desarrollarse en una de las empresas con mayor crecimiento de la industria!estos desarrolladores enfrentaran numerosos desafíos técnicos, por lo cual deberán utilizar tecnologías actuales, involucrarse en el mundo mobile, de aplicaciones web, dispositivos, etc.principales responsabilidades:- asistir en el proceso de migración de infraestructura a iac (infraestructura como código).- crear e implementar sistemas de monitoreo y alerta en toda nuestra infraestructura.- migrar completamente al modelo de implementación de ci / cd.- dar soporte en proyectos de integración con servicios de terceros (raíles de pago, sms / correo electrónico, kyc, análisis, etc.).- construir, mantener y poseer los esfuerzos de cumplimiento de infosec mediante la implementación y aplicación de procesos y estándares apropiados en toda la organización.¿qué buscamos?- sólidos conocimientos técnicos en tecnologías tales como (pero no limitados a) ucs, el linux, san / nas, virtualización (openstack / vmware), y iaas + paas + saas.- desarrollo con shell, perl, python.- conocimiento de los compiladores y aceleradores (gmake, emake, etc.).- un fuerte liderazgo, y capacidad para la toma de decisiones.- buena comunicación y relaciones interpersonales, con un enfoque orientado a resultados.¿qué ofrecemos?- excelente plan de compensación, muy por encima de la media del mercado.- posibilidad de trabajo remoto y con horarios flexibles.- planes de capacitación.- amplias posibilidades de crecimiento y desarrollo profesional gracias a nuestro sistema de mentorship.si está interesado en formar parte de un equipo compuesto por los mejores profesionales y trabajar 100% orientado a objetivos en un entorno innovador, pero con la estructura y los recursos de un líder de mercado multinacional, ¡no dude en postularse!"
